id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
9806,User9806,,Male,,,,Evening,1
7313,User7313,,Non-Binary,Mobile,,,Night,1
7120,User7120,,,Desktop,Bottom,,Morning,0
3746,User3746,,Male,,,,Morning,1
7502,User7502,20.0,,Desktop,,,Morning,0
7438,User7438,53.0,,Mobile,Side,News,Morning,1
1539,User1539,43.0,,,,Education,Evening,1
5367,User5367,53.0,Male,Desktop,Top,Entertainment,,0
361,User361,,Non-Binary,Desktop,Top,,,0
7878,User7878,60.0,,Tablet,Side,,Afternoon,1
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
9463,User9463,,Female,,Top,Entertainment,Morning,0
5301,User5301,,Male,,Side,Social Media,Night,1
2804,User2804,,Female,,Bottom,Education,Evening,1
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
9376,User9376,37.0,,,Bottom,News,Evening,0
3990,User3990,28.0,,Tablet,Side,Social Media,Evening,1
4392,User4392,,,Tablet,Top,,Afternoon,0
8147,User8147,,Female,Desktop,Top,,Night,1
9149,User9149,24.0,,,Side,Entertainment,,1
3117,User3117,21.0,,Tablet,Bottom,,Afternoon,1
5634,User5634,39.0,Male,Desktop,Top,,Morning,0
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
6466,User6466,44.0,Female,Tablet,Bottom,,Night,0
2174,User2174,36.0,Female,Desktop,,Entertainment,Afternoon,1
2529,User2529,,,Desktop,Top,,Afternoon,1
400,User400,,Non-Binary,,Side,,Evening,1
6100,User6100,,,Desktop,Bottom,Education,Night,1
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
7466,User7466,47.0,,,Bottom,Shopping,Afternoon,1
1871,User1871,,Female,Desktop,Top,,Night,0
3990,User3990,28.0,,Tablet,Side,Social Media,Evening,1
3072,User3072,32.0,Non-Binary,Mobile,Bottom,,Night,0
6771,User6771,,,Desktop,Side,Shopping,Morning,1
5732,User5732,,,,Bottom,,Evening,1
2311,User2311,,,Desktop,Bottom,,,1
7742,User7742,,Male,,Top,Entertainment,,0
5912,User5912,,Non-Binary,Mobile,Side,Education,Night,1
51,User51,64.0,,Tablet,Top,,Night,0
6258,User6258,,Non-Binary,Tablet,Top,,Night,1
7080,User7080,31.0,Male,Desktop,Bottom,,Evening,0
5881,User5881,26.0,Non-Binary,Tablet,,,Morning,1
732,User732,,,,Bottom,Social Media,,0
928,User928,,,,Side,Social Media,Night,1
3364,User3364,,,,Bottom,Social Media,Morning,0
1254,User1254,32.0,Female,Desktop,Bottom,,Morning,0
1586,User1586,,Non-Binary,Desktop,Top,Shopping,Night,1
8226,User8226,,,Tablet,,,Morning,1
1905,User1905,62.0,,,Bottom,,Night,1
9422,User9422,21.0,,Mobile,Side,Entertainment,Night,1
5198,User5198,,Male,Desktop,,Education,Night,1
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,,1
1914,User1914,42.0,Male,,Bottom,Shopping,,1
670,User670,22.0,,Desktop,Top,Shopping,Afternoon,1
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1
4950,User4950,28.0,Male,Mobile,Side,,Morning,1
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1
7970,User7970,,,,,Social Media,Morning,0
8753,User8753,,Non-Binary,,Top,Entertainment,Morning,1
359,User359,,Male,Desktop,Bottom,,Evening,0
9442,User9442,,,Mobile,,,,0
9431,User9431,,,Mobile,,Entertainment,Afternoon,1
6866,User6866,52.0,Non-Binary,Desktop,Top,Social Media,Evening,0
8251,User8251,49.0,Female,Tablet,Bottom,News,Evening,0
3633,User3633,20.0,Female,,Side,,Night,0
9227,User9227,,,,Side,,Morning,1
503,User503,43.0,,Desktop,,Social Media,Morning,1
9967,User9967,,,Mobile,Side,,Evening,1
7924,User7924,,,,Bottom,,,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,,1
3803,User3803,,Female,Mobile,Top,Education,Morning,1
8423,User8423,,Male,Tablet,,,Evening,0
4509,User4509,29.0,,Desktop,Bottom,Education,Afternoon,1
5930,User5930,,Female,Tablet,Top,Entertainment,Morning,0
9617,User9617,63.0,,Tablet,,Shopping,Afternoon,1
1002,User1002,28.0,,,Top,,Afternoon,0
565,User565,53.0,,,Top,,,0
5223,User5223,,,,Bottom,Education,Night,0
2756,User2756,,,,,Entertainment,,0
6438,User6438,53.0,,Tablet,Top,Shopping,Night,1
3042,User3042,,,Mobile,Side,Social Media,Afternoon,1
674,User674,,,Tablet,Side,Entertainment,,1
5761,User5761,,Non-Binary,Mobile,,Social Media,,0
7892,User7892,,,Mobile,Side,Entertainment,Evening,0
7652,User7652,,Male,Mobile,Bottom,Education,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
770,User770,,Female,Mobile,Bottom,,Evening,1
2242,User2242,,,Desktop,Bottom,Entertainment,Morning,0
3483,User3483,20.0,,,,News,,1
6733,User6733,42.0,Non-Binary,Tablet,Side,,Afternoon,0
218,User218,62.0,Female,Tablet,Top,News,Evening,0
5732,User5732,,Non-Binary,Tablet,Bottom,,Evening,1
6990,User6990,21.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
5574,User5574,52.0,Female,,Bottom,Shopping,Afternoon,1
2289,User2289,,,Desktop,,Shopping,,1
6178,User6178,35.0,Female,Tablet,Side,Shopping,Evening,0
5566,User5566,,,Mobile,,,Morning,1
7031,User7031,51.0,,Desktop,Top,Shopping,Night,0
4621,User4621,20.0,,Desktop,Top,,Afternoon,1
4848,User4848,,Female,Desktop,,,,1
5955,User5955,,,Tablet,Side,,Evening,1
2988,User2988,,Female,Mobile,Side,Entertainment,,0
1020,User1020,,,Mobile,Side,Education,Morning,1
9136,User9136,,Non-Binary,Desktop,Side,,Afternoon,1
5900,User5900,,Female,,,Social Media,Evening,0
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
5854,User5854,31.0,Non-Binary,Mobile,Top,Social Media,,0
2671,User2671,,,Tablet,,,Afternoon,0
7422,User7422,20.0,Female,Desktop,,,Evening,1
187,User187,,Female,Tablet,,,,0
3483,User3483,20.0,,Mobile,Side,News,Morning,1
8817,User8817,,,Tablet,Bottom,Education,Night,1
3535,User3535,,Male,Desktop,Top,,,0
3801,User3801,,Non-Binary,,Side,,Evening,1
9723,User9723,,Female,Mobile,Side,,Evening,1
8530,User8530,,Female,Mobile,Top,,Afternoon,1
9075,User9075,36.0,Female,Mobile,Top,,Night,1
5566,User5566,,Non-Binary,Mobile,Bottom,Social Media,Morning,1
8252,User8252,,Male,Tablet,,,Night,1
4871,User4871,58.0,,Desktop,Side,,Night,1
6950,User6950,64.0,Female,Tablet,,Shopping,Morning,0
775,User775,,Female,,Top,Shopping,Evening,1
6553,User6553,,,Desktop,Bottom,Education,Morning,1
2129,User2129,47.0,,Tablet,,Social Media,Evening,1
8906,User8906,,Male,Desktop,,Shopping,,1
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1
2934,User2934,26.0,Non-Binary,,Top,Entertainment,Afternoon,1
4096,User4096,,Male,Desktop,Bottom,News,Evening,0
1041,User1041,37.0,,Mobile,,,Morning,1
7774,User7774,18.0,Male,Tablet,Top,,Night,0
5026,User5026,18.0,Male,Mobile,Side,,Night,0
7277,User7277,21.0,Female,Tablet,Top,Social Media,Afternoon,0
5579,User5579,,Non-Binary,,Side,Shopping,Evening,1
1249,User1249,22.0,,Mobile,Side,Entertainment,Afternoon,0
2431,User2431,,Male,Desktop,Top,,Night,1
4429,User4429,,,Mobile,,Entertainment,Morning,1
9642,User9642,,Non-Binary,Mobile,Bottom,,Evening,1
58,User58,36.0,Female,Mobile,Top,,Morning,1
5520,User5520,,Non-Binary,,Bottom,,Afternoon,1
9412,User9412,34.0,,Mobile,,Social Media,Morning,1
5747,User5747,,Male,,Bottom,,,0
1325,User1325,,,,Side,,Evening,1
5498,User5498,,Female,Tablet,Side,Education,Morning,1
8619,User8619,,,Mobile,Bottom,News,Afternoon,0
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,,1
228,User228,46.0,,Mobile,Top,,Evening,1
5647,User5647,46.0,,,,,,1
1755,User1755,,Non-Binary,Tablet,Bottom,News,,1
4945,User4945,31.0,,Tablet,Top,Social Media,Morning,1
7266,User7266,,,Tablet,Bottom,Education,,1
1052,User1052,,,,Top,Education,Night,0
2529,User2529,,Female,,Top,,Afternoon,1
998,User998,,,Tablet,Top,,Evening,1
2124,User2124,,Male,Desktop,Top,,Evening,1
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1
843,User843,,Male,Desktop,Bottom,News,Afternoon,0
3164,User3164,,Female,,Bottom,,Evening,1
5681,User5681,,Male,Desktop,Bottom,News,,0
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
5084,User5084,,Non-Binary,Tablet,,Entertainment,Evening,1
226,User226,46.0,,Desktop,Top,Shopping,Morning,1
8400,User8400,,,Tablet,Bottom,Entertainment,Afternoon,1
9966,User9966,,,Mobile,Top,,Afternoon,1
5699,User5699,19.0,,Tablet,Top,,,1
9753,User9753,,Male,Tablet,,,Night,1
8684,User8684,,Non-Binary,Tablet,Top,,Afternoon,1
2645,User2645,48.0,,Tablet,Bottom,Education,,0
6237,User6237,,Non-Binary,Mobile,Top,News,Morning,1
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
5495,User5495,,Male,Mobile,Bottom,News,Afternoon,1
8753,User8753,,Non-Binary,,Top,Entertainment,Morning,1
2555,User2555,,Non-Binary,Tablet,Bottom,News,Evening,1
1189,User1189,40.0,,Desktop,Side,News,,0
2124,User2124,,,Desktop,Top,,Evening,1
3137,User3137,19.0,Female,Tablet,,Education,Night,0
5420,User5420,39.0,Male,Mobile,,,Morning,1
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,,1
9736,User9736,46.0,,Desktop,,,,1
2801,User2801,,Non-Binary,,Side,Social Media,Afternoon,0
7313,User7313,,Non-Binary,,,,Night,1
909,User909,,,,Top,Entertainment,Morning,0
3141,User3141,45.0,Non-Binary,Mobile,,Education,,0
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
116,User116,59.0,,Mobile,Top,Education,Afternoon,0
8081,User8081,38.0,,Tablet,Bottom,Entertainment,Night,1
606,User606,,Non-Binary,Desktop,,Entertainment,,1
8081,User8081,,,Tablet,Bottom,Entertainment,,1
2723,User2723,,,Tablet,Bottom,,Evening,0
4690,User4690,,,Desktop,Side,Social Media,Morning,0
7376,User7376,21.0,Female,Mobile,,News,,1
1736,User1736,60.0,Female,,,,Afternoon,0
6315,User6315,,,Desktop,,News,,1
9499,User9499,,,Mobile,Bottom,Social Media,Morning,1
7594,User7594,33.0,,Desktop,Top,Entertainment,,0
7530,User7530,51.0,Female,Tablet,Top,Entertainment,,0
3345,User3345,39.0,Male,Desktop,Side,,Night,1
5293,User5293,26.0,Male,,Bottom,,,0
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
3042,User3042,,,Mobile,,Social Media,Afternoon,1
1805,User1805,,Male,Mobile,Top,,Afternoon,1
2272,User2272,52.0,,,Bottom,News,,1
1940,User1940,36.0,Female,,Top,Shopping,Afternoon,0
5100,User5100,42.0,,Mobile,Side,Shopping,,1
4483,User4483,,Non-Binary,Desktop,Top,News,Evening,1
775,User775,,Female,Mobile,Top,Shopping,Evening,1
4266,User4266,28.0,,Desktop,Side,News,Morning,1
4621,User4621,20.0,,Desktop,Top,,Afternoon,1
3031,User3031,,,,Side,Entertainment,Evening,0
5783,User5783,,Male,Desktop,Bottom,,Evening,1
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
8789,User8789,44.0,,Desktop,,Entertainment,Evening,1
928,User928,,Male,Desktop,Side,Social Media,Night,1
8631,User8631,,Female,,Top,,Morning,1
373,User373,34.0,Female,Mobile,Top,Education,Evening,1
5419,User5419,,Male,Tablet,Top,,,1
7620,User7620,62.0,Female,Mobile,Side,Education,,0
1484,User1484,31.0,,Desktop,Side,Entertainment,Afternoon,0
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
8753,User8753,,Non-Binary,Tablet,,Entertainment,Morning,1
1020,User1020,,,Mobile,,Education,Morning,1
9611,User9611,,Male,Desktop,Side,Entertainment,Afternoon,1
5425,User5425,,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1
8315,User8315,,,,,Social Media,Afternoon,0
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1
6287,User6287,,Female,Tablet,Bottom,,Morning,1
2804,User2804,,Female,Tablet,Bottom,Education,Evening,1
6496,User6496,18.0,Female,Desktop,,News,Morning,0
1077,User1077,,,Desktop,Top,,Afternoon,1
1729,User1729,,Female,Mobile,Top,,Afternoon,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
6849,User6849,39.0,,Mobile,Top,,Night,1
4605,User4605,,Non-Binary,Desktop,Side,News,Evening,0
4057,User4057,,,Desktop,Side,Education,Evening,1
1305,User1305,,,,Top,News,Night,1
3908,User3908,50.0,,Desktop,Bottom,,,1
3803,User3803,,,Mobile,Top,Education,Morning,1
5276,User5276,,,,Side,Shopping,,1
6937,User6937,28.0,,,Top,Social Media,Afternoon,0
674,User674,,,,Side,Entertainment,Evening,1
3278,User3278,,,,Top,Shopping,Morning,0
6871,User6871,62.0,Male,Mobile,,,Night,0
1729,User1729,,Female,,Top,,Afternoon,1
5832,User5832,28.0,Non-Binary,Desktop,Side,,Afternoon,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
3990,User3990,28.0,,Tablet,,Social Media,,1
8354,User8354,49.0,,Desktop,,,,0
5579,User5579,,Non-Binary,,Side,Shopping,Evening,1
1762,User1762,41.0,Male,Desktop,Side,,Afternoon,1
2174,User2174,36.0,Female,,,Entertainment,Afternoon,1
9723,User9723,,Female,Mobile,Side,,Evening,1
6188,User6188,20.0,Male,Desktop,,Entertainment,Morning,1
1647,User1647,62.0,Male,Desktop,Bottom,Social Media,Night,0
1624,User1624,31.0,Male,Desktop,Top,News,,0
4638,User4638,24.0,Female,Tablet,Side,,,0
4015,User4015,44.0,Male,Tablet,,,,1
6445,User6445,,,Tablet,Side,,Evening,0
1536,User1536,19.0,,Tablet,Bottom,,Night,0
2017,User2017,,Male,Tablet,,Shopping,Evening,1
4548,User4548,,Male,Desktop,Side,,Evening,1
9075,User9075,36.0,Female,Mobile,,,,1
8883,User8883,,Female,,Bottom,,Evening,1
7450,User7450,,,Desktop,Side,News,Night,1
8353,User8353,,,Desktop,Bottom,,Evening,1
7971,User7971,,Non-Binary,Tablet,Top,,,1
9572,User9572,38.0,,,Bottom,Social Media,Morning,1
1755,User1755,,Non-Binary,Tablet,Bottom,News,Evening,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
806,User806,37.0,Male,Desktop,Top,Social Media,Morning,0
8026,User8026,,Non-Binary,,Bottom,,Evening,0
3464,User3464,,,Tablet,Top,Education,Morning,0
5535,User5535,32.0,,Desktop,Bottom,,Night,0
1195,User1195,38.0,,Desktop,Side,,,0
3325,User3325,,Male,Mobile,Bottom,Education,Morning,1
5699,User5699,19.0,,Tablet,Top,,Morning,1
58,User58,36.0,Female,Mobile,Top,,Morning,1
8252,User8252,,Male,Tablet,Side,,Night,1
1529,User1529,,Female,Mobile,Top,Entertainment,Afternoon,1
928,User928,,,Desktop,Side,Social Media,,1
5053,User5053,61.0,,,,Entertainment,Morning,1
8018,User8018,,,Desktop,Side,,Night,1
6275,User6275,,,,Bottom,Education,Morning,0
5660,User5660,,Male,Tablet,Top,Shopping,Evening,0
6654,User6654,33.0,,,,Education,Afternoon,1
1352,User1352,,Male,Tablet,Side,News,Morning,0
7511,User7511,,Female,Desktop,Side,Shopping,Night,1
9683,User9683,56.0,Female,Desktop,Side,Shopping,Afternoon,0
1366,User1366,,Non-Binary,Tablet,,,Afternoon,0
7525,User7525,,Male,Desktop,Top,Education,Night,0
791,User791,19.0,,Desktop,Side,Shopping,Evening,0
6528,User6528,,Non-Binary,Mobile,Side,,Morning,0
3588,User3588,38.0,Non-Binary,Mobile,,Shopping,Evening,0
5213,User5213,46.0,Female,Tablet,Side,Social Media,Afternoon,0
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
6167,User6167,20.0,Male,,,Shopping,,1
7162,User7162,,,Mobile,Bottom,,Morning,0
3369,User3369,,,,,News,Afternoon,0
711,User711,56.0,,,,,,0
1369,User1369,,,Desktop,Bottom,Social Media,Morning,1
9595,User9595,,,Tablet,Bottom,,Morning,0
9227,User9227,,Non-Binary,Mobile,Side,,Morning,1
6315,User6315,,,Desktop,Top,News,Afternoon,1
7959,User7959,60.0,,Mobile,Side,Shopping,Evening,0
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
2311,User2311,,,Desktop,Bottom,,Afternoon,1
277,User277,59.0,Male,Desktop,,,,1
6167,User6167,20.0,Male,Mobile,Side,Shopping,,1
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1
8174,User8174,,Female,Mobile,Bottom,,Afternoon,1
5382,User5382,21.0,Non-Binary,Tablet,Top,,Evening,0
7866,User7866,,,Mobile,Top,Social Media,Morning,1
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1
1710,User1710,37.0,,Tablet,Side,Entertainment,Afternoon,1
1286,User1286,61.0,Female,,Top,News,,0
5301,User5301,,Male,Tablet,Side,,Night,1
6745,User6745,,Female,Tablet,,Social Media,Night,0
3616,User3616,35.0,,Mobile,Side,Social Media,,0
6811,User6811,,Male,Mobile,,Education,Evening,1
3429,User3429,59.0,,,,Social Media,Morning,1
2529,User2529,,Female,Desktop,Top,,Afternoon,1
7362,User7362,,Non-Binary,Tablet,,News,Evening,0
8252,User8252,,,Tablet,Side,,Night,1
702,User702,42.0,,,Side,,Afternoon,0
5748,User5748,,Male,Desktop,Side,Entertainment,Morning,1
966,User966,54.0,Male,,Bottom,,Night,1
4709,User4709,,,Mobile,Side,News,Night,0
8226,User8226,,Male,Tablet,Top,,Morning,1
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,,1
6980,User6980,62.0,,,Bottom,Social Media,Night,1
4920,User4920,,Non-Binary,Desktop,,News,Morning,0
9504,User9504,,Male,Tablet,Top,,Morning,1
5955,User5955,59.0,,Tablet,Side,,Evening,1
1409,User1409,,,Desktop,Side,Entertainment,Afternoon,0
4938,User4938,28.0,Male,Desktop,Side,Social Media,,1
3225,User3225,23.0,,Tablet,Bottom,Entertainment,Morning,1
8003,User8003,45.0,Female,Desktop,Side,,,0
4170,User4170,26.0,Male,Mobile,Bottom,Entertainment,,0
2309,User2309,22.0,Male,Tablet,,Entertainment,Night,1
5414,User5414,,,,Bottom,Entertainment,Evening,1
9231,User9231,21.0,,Desktop,Top,Shopping,,1
1710,User1710,,,Tablet,Side,Entertainment,Afternoon,1
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1
9789,User9789,36.0,,Tablet,Side,,Morning,1
8127,User8127,,Male,,,,Night,1
7,User7,,Female,Tablet,Bottom,,,1
2913,User2913,57.0,Non-Binary,Mobile,,Social Media,Evening,1
8675,User8675,,,Desktop,Top,,Night,0
8736,User8736,,,,Bottom,Education,,0
9146,User9146,,,,,,Afternoon,1
2167,User2167,64.0,Non-Binary,Mobile,Bottom,Social Media,Evening,0
619,User619,,,,,Education,Night,0
9362,User9362,57.0,Male,Tablet,Side,,Morning,0
5783,User5783,,Male,Desktop,,Education,Evening,1
2173,User2173,,,,Bottom,Shopping,Night,1
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
209,User209,53.0,,Mobile,Top,,Evening,0
5783,User5783,,Male,Desktop,Bottom,,,1
6153,User6153,30.0,,Mobile,Side,Entertainment,Night,1
9202,User9202,37.0,,Desktop,Bottom,Shopping,Night,0
3854,User3854,,,Tablet,Bottom,,Afternoon,1
4736,User4736,,,Mobile,Bottom,,Morning,0
2895,User2895,,,Mobile,Bottom,,,0
6104,User6104,39.0,Male,Tablet,,Social Media,Morning,0
8630,User8630,,,Mobile,Top,,,0
5436,User5436,,,Desktop,Top,,Afternoon,1
2289,User2289,,Female,Desktop,Bottom,Shopping,,1
9135,User9135,49.0,,Tablet,Side,,,0
5005,User5005,,Male,,Top,Shopping,Morning,1
7376,User7376,21.0,Female,Mobile,,,Morning,1
3109,User3109,,,Tablet,Side,Entertainment,Evening,1
9766,User9766,31.0,,Desktop,Bottom,,Evening,1
6791,User6791,,Male,Mobile,,,,0
7878,User7878,,,Tablet,,,Afternoon,1
119,User119,59.0,,Tablet,Top,,Night,1
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
1661,User1661,43.0,,Mobile,Side,,Night,0
6880,User6880,,Female,Mobile,Side,,Night,1
2210,User2210,,Male,Desktop,,,Morning,0
1235,User1235,,Male,Mobile,Bottom,Shopping,Evening,0
2595,User2595,,Female,Desktop,Bottom,,Morning,1
5346,User5346,30.0,Non-Binary,,Top,News,,1
7836,User7836,32.0,Male,Tablet,Top,,Evening,0
6199,User6199,38.0,Female,,Side,,Morning,0
6771,User6771,,,Desktop,Side,Shopping,Morning,1
1741,User1741,45.0,,Mobile,,,Night,1
9160,User9160,27.0,,Desktop,,News,Night,0
907,User907,47.0,Male,Desktop,Side,News,Night,0
966,User966,54.0,Male,,,,Night,1
5227,User5227,,,Mobile,Top,Entertainment,Night,1
1454,User1454,,Female,Tablet,Top,,Morning,1
2410,User2410,,,Tablet,Side,Education,Evening,0
6440,User6440,,,Tablet,Side,,Afternoon,0
1805,User1805,,,,,,Afternoon,1
5566,User5566,,Non-Binary,Mobile,Bottom,Social Media,Morning,1
6075,User6075,,Non-Binary,Desktop,Side,Social Media,Night,1
6249,User6249,,Male,Desktop,Top,,Night,0
7138,User7138,26.0,Male,,Top,,Night,1
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1
1296,User1296,34.0,,Tablet,Top,,Morning,1
2323,User2323,29.0,,Tablet,Side,Education,Afternoon,0
1414,User1414,,Female,Desktop,Top,,Night,0
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1
2113,User2113,,Female,Tablet,Top,Shopping,Morning,0
9842,User9842,43.0,Non-Binary,Mobile,,Shopping,Afternoon,1
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1
7518,User7518,,Non-Binary,Desktop,Bottom,News,,1
9272,User9272,50.0,Female,Tablet,Side,Social Media,Morning,0
8530,User8530,,Female,,Top,Social Media,Afternoon,1
4362,User4362,64.0,,Desktop,Side,Shopping,,0
9418,User9418,20.0,Male,Tablet,Side,News,Night,1
4562,User4562,45.0,,Tablet,Bottom,Social Media,,0
8253,User8253,57.0,Non-Binary,Desktop,,,,1
9691,User9691,,Female,Tablet,Bottom,,Morning,0
9418,User9418,20.0,Male,,,,,1
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
2431,User2431,54.0,,Desktop,Top,,Night,1
6989,User6989,28.0,Male,Mobile,Bottom,Shopping,,1
8018,User8018,,,Desktop,Side,,Night,1
5131,User5131,57.0,,Tablet,Top,Shopping,Morning,0
8115,User8115,20.0,,Mobile,Top,Social Media,Afternoon,1
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,,1
5398,User5398,,,Mobile,Bottom,Entertainment,Morning,0
6293,User6293,,,Desktop,Bottom,,Evening,0
2824,User2824,,,Tablet,Top,Entertainment,Evening,0
2289,User2289,,Female,Desktop,Bottom,,Morning,1
8561,User8561,52.0,Male,Mobile,,,Evening,1
6980,User6980,62.0,,Desktop,Bottom,Social Media,Night,1
6066,User6066,,,Desktop,Side,News,Evening,1
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1
58,User58,36.0,Female,,Top,Shopping,Morning,1
7376,User7376,,Female,,Side,News,Morning,1
5198,User5198,47.0,Male,Desktop,Bottom,,Night,1
2736,User2736,,Male,,Top,Shopping,Evening,0
6854,User6854,32.0,Male,Mobile,,,Night,1
6771,User6771,,,Desktop,Side,Shopping,Morning,1
4502,User4502,59.0,,Tablet,Bottom,,,0
6227,User6227,,Non-Binary,,Bottom,Education,Morning,0
3430,User3430,61.0,Male,,Side,Social Media,Morning,1
4361,User4361,,Male,,,Education,Afternoon,1
7884,User7884,,,Desktop,Top,,Evening,0
7647,User7647,,Male,Desktop,Top,,Afternoon,1
2920,User2920,,,Mobile,,Shopping,Morning,0
7670,User7670,54.0,Female,Tablet,,Education,Night,1
4255,User4255,,,,,,Afternoon,0
1041,User1041,,,Mobile,Side,,,1
5943,User5943,51.0,Non-Binary,Tablet,Top,,Evening,0
5662,User5662,,,Mobile,Bottom,,Afternoon,0
3044,User3044,34.0,Male,Desktop,Top,News,Night,1
6248,User6248,48.0,Female,Mobile,Top,,Evening,1
9642,User9642,,,Mobile,Bottom,,Evening,1
8906,User8906,,Male,Desktop,Top,Shopping,Night,1
6902,User6902,26.0,,Tablet,,News,Morning,0
2733,User2733,,,Tablet,Bottom,,Morning,1
6053,User6053,23.0,,Desktop,Bottom,,Afternoon,0
6989,User6989,28.0,,,Bottom,Shopping,Afternoon,1
3114,User3114,50.0,,Tablet,Side,Shopping,,0
4228,User4228,,,Desktop,,,,1
453,User453,,Female,Tablet,Top,Entertainment,Afternoon,1
9075,User9075,36.0,,Mobile,Top,,Night,1
5122,User5122,64.0,Female,Mobile,,Social Media,,0
224,User224,,Male,,Bottom,News,Morning,0
4279,User4279,,,Mobile,Bottom,Entertainment,Night,0
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
24,User24,,,Tablet,Side,,Afternoon,1
5425,User5425,,,Mobile,Side,Entertainment,,1
6267,User6267,62.0,Non-Binary,Tablet,Top,,Morning,0
369,User369,,Female,,Top,Education,Night,0
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1
5860,User5860,,,,,Entertainment,Morning,1
998,User998,,,Tablet,Top,,,1
2156,User2156,46.0,,Tablet,,,Afternoon,1
7674,User7674,,Female,Tablet,,,,1
8949,User8949,26.0,,Mobile,Side,,Night,1
2297,User2297,57.0,Male,Tablet,Side,,Morning,1
8486,User8486,62.0,Male,Mobile,Top,Education,Afternoon,0
3150,User3150,,Male,Desktop,,,Afternoon,0
1931,User1931,,Female,,Bottom,Shopping,Night,1
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1
1152,User1152,27.0,,Mobile,Top,Social Media,Morning,0
4884,User4884,23.0,,,Top,Social Media,,0
5818,User5818,,,Tablet,Top,,Night,1
3352,User3352,,Female,Desktop,,,Night,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
9789,User9789,36.0,,Tablet,,,Morning,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
6695,User6695,62.0,,,Bottom,Education,Afternoon,0
8957,User8957,,Female,Mobile,Top,,Morning,1
1691,User1691,45.0,Male,Desktop,,News,Night,0
2646,User2646,,,,,Education,Evening,0
868,User868,62.0,,,,Shopping,Evening,0
8753,User8753,,Non-Binary,Tablet,,Entertainment,Morning,1
3144,User3144,24.0,,,,Shopping,Morning,1
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
6287,User6287,40.0,Female,Tablet,Bottom,,,1
7466,User7466,47.0,,Mobile,Bottom,Shopping,Afternoon,1
