id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,data_quality_score
9791,User9791,61.0,Male,Desktop,Side,,Afternoon,0,3
3934,User3934,,Non-Binary,Desktop,Side,,Evening,0,3
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,,1,4
5699,User5699,19.0,Male,Tablet,Side,,Morning,1,3
3042,User3042,,Male,Mobile,Side,,Afternoon,1,3
4610,User4610,,Male,Desktop,Side,,Night,0,1
7376,User7376,21.0,Female,Desktop,Side,News,Morning,1,5
9077,User9077,56.0,Male,Mobile,Bottom,Social Media,Morning,0,5
4894,User4894,,Male,Desktop,Side,,Night,0,3
2529,User2529,,Female,Desktop,Top,,Afternoon,1,4
2488,User2488,25.0,Male,Mobile,Side,Entertainment,,0,4
4493,User4493,,Male,Tablet,Side,,Night,0,4
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1,4
250,User250,,Non-Binary,Desktop,Bottom,News,Afternoon,1,4
2384,User2384,37.0,Non-Binary,Desktop,Side,Education,Afternoon,0,6
301,User301,59.0,Male,Tablet,Side,Social Media,,1,5
9530,User9530,45.0,Non-Binary,Desktop,Top,Education,Afternoon,0,4
3730,User3730,,Male,Desktop,Side,Social Media,Night,0,2
9755,User9755,,Female,Desktop,,,,0,2
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1,5
1283,User1283,57.0,Male,Mobile,Top,Social Media,Afternoon,0,6
2581,User2581,,Male,Mobile,Bottom,,Evening,1,3
3908,User3908,,Male,Desktop,Bottom,,Evening,1,3
412,User412,,Male,Tablet,Bottom,News,Evening,1,4
7313,User7313,,Non-Binary,Mobile,Side,,Night,1,4
3324,User3324,22.0,Male,Tablet,Top,Entertainment,Evening,0,5
5942,User5942,,Non-Binary,Desktop,Bottom,,Evening,1,3
504,User504,,Male,Desktop,Bottom,Social Media,Afternoon,0,5
6167,User6167,,Male,Desktop,Side,Shopping,Night,1,4
4098,User4098,,Female,Desktop,Top,Entertainment,Morning,0,4
6337,User6337,,Male,Desktop,Top,Social Media,Night,1,3
3574,User3574,,Female,Tablet,Top,,Evening,1,4
3333,User3333,,Male,Tablet,Top,,,1,3
923,User923,35.0,Male,Desktop,Bottom,,Morning,0,4
6932,User6932,,Male,Mobile,Top,Education,Night,0,4
4076,User4076,,Male,Desktop,Top,Entertainment,Morning,0,3
1304,User1304,22.0,Male,Desktop,Bottom,,Evening,0,5
6495,User6495,,Male,Tablet,Bottom,Education,Afternoon,1,4
3037,User3037,36.0,Male,Mobile,Side,,Morning,1,4
1141,User1141,,Male,Desktop,Bottom,,Afternoon,1,3
936,User936,,Male,Desktop,Bottom,News,Afternoon,0,4
9157,User9157,,Male,Desktop,Bottom,Entertainment,Morning,1,3
3158,User3158,47.0,Male,Tablet,Bottom,Education,,0,4
718,User718,19.0,Male,Desktop,Bottom,,,0,3
4536,User4536,,Male,Desktop,Side,,Morning,0,3
9905,User9905,,Non-Binary,Tablet,Side,Entertainment,Night,1,4
6743,User6743,,Male,Mobile,Side,Entertainment,Evening,1,4
9231,User9231,,Male,Desktop,Top,Shopping,Evening,1,4
1454,User1454,,Female,Tablet,Top,,Morning,1,4
2358,User2358,28.0,Male,Desktop,Side,Shopping,Morning,0,4
1755,User1755,,Non-Binary,Tablet,Bottom,News,Evening,1,5
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1,5
1878,User1878,,Male,Tablet,,,,0,2
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1,6
3126,User3126,18.0,Female,Mobile,Bottom,Education,Night,0,6
6980,User6980,62.0,Male,Desktop,Bottom,Social Media,,1,4
5209,User5209,63.0,Male,Mobile,Side,,,0,3
1372,User1372,51.0,Non-Binary,Tablet,Top,,Evening,0,5
5579,User5579,,Non-Binary,Desktop,Side,Shopping,Evening,1,4
1122,User1122,49.0,Non-Binary,Tablet,Top,,Morning,1,5
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1,5
1369,User1369,,Male,Desktop,Bottom,,Morning,1,3
7995,User7995,38.0,Male,Tablet,Bottom,,Morning,0,3
2530,User2530,37.0,Male,Desktop,Top,,Afternoon,0,3
6849,User6849,39.0,Male,Mobile,Top,Entertainment,Night,1,5
2032,User2032,,Male,Desktop,Top,Education,Morning,1,3
284,User284,,Non-Binary,Desktop,Side,Shopping,,1,3
1420,User1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1,6
9018,User9018,,Non-Binary,Tablet,Bottom,,Morning,0,4
6462,User6462,36.0,Male,Desktop,Side,Education,Evening,1,4
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,3
7491,User7491,28.0,Female,Mobile,Bottom,Education,Afternoon,0,6
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1,5
7785,User7785,,Male,Desktop,Top,,Afternoon,0,3
9311,User9311,,Non-Binary,Desktop,,Social Media,,1,3
5629,User5629,,Male,Desktop,Top,,Night,1,2
4750,User4750,,Male,Desktop,Bottom,,Morning,0,3
6161,User6161,61.0,Female,Tablet,,,,1,3
1503,User1503,19.0,Male,Tablet,Side,,,1,3
1623,User1623,50.0,Male,Mobile,Side,,Morning,0,3
412,User412,,Male,Tablet,Top,,Evening,1,4
1503,User1503,,Female,Tablet,Side,,Afternoon,1,3
6409,User6409,52.0,Male,Desktop,Top,,,1,3
1369,User1369,,Male,Desktop,Bottom,Social Media,Morning,1,3
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1,6
3044,User3044,34.0,Male,Desktop,Top,News,Night,1,6
2604,User2604,,Female,Desktop,Top,,Afternoon,0,4
5942,User5942,,Male,Tablet,Bottom,,,1,2
3483,User3483,20.0,Male,Mobile,Side,News,,1,4
6590,User6590,,Male,Desktop,Bottom,News,Night,0,4
4694,User4694,29.0,Female,Mobile,Top,Entertainment,Afternoon,0,6
7151,User7151,,Non-Binary,Tablet,Top,,Morning,1,3
5285,User5285,62.0,Female,Mobile,Top,,,0,4
8127,User8127,,Male,Tablet,Bottom,,,1,2
6854,User6854,,Male,Mobile,Bottom,,Night,1,4
9090,User9090,,Male,Desktop,Top,,Morning,1,3
9130,User9130,,Male,Desktop,Top,Shopping,Afternoon,0,2
2332,User2332,,Non-Binary,Mobile,Top,Social Media,Night,0,5
6409,User6409,52.0,Male,Desktop,Top,,,1,4
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1,6
8198,User8198,,Non-Binary,Mobile,Side,,Morning,0,4
3729,User3729,31.0,Male,Desktop,Top,,,0,2
9473,User9473,38.0,Male,Mobile,Bottom,Social Media,,0,4
1972,User1972,33.0,Non-Binary,Desktop,Side,,Night,0,4
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1,6
1250,User1250,33.0,Male,Desktop,Top,,,0,2
1091,User1091,,Female,Desktop,,,,0,1
7570,User7570,,Female,Desktop,Bottom,Education,Afternoon,0,4
7908,User7908,34.0,Male,Mobile,Side,Social Media,Night,0,6
277,User277,,Male,Desktop,Top,Entertainment,Afternoon,1,5
8886,User8886,28.0,Male,Tablet,Side,,Morning,0,4
3393,User3393,,Male,Desktop,Top,Entertainment,Morning,1,3
3768,User3768,41.0,Male,Desktop,Bottom,News,,0,3
5501,User5501,,Non-Binary,Mobile,Bottom,Social Media,Evening,1,4
6471,User6471,36.0,Female,Desktop,Top,Education,Evening,0,6
4742,User4742,,Male,Desktop,Bottom,,Night,1,4
5520,User5520,,Male,Desktop,Bottom,,Afternoon,1,3
2017,User2017,,Male,Tablet,Bottom,Shopping,Evening,1,5
7322,User7322,,Male,Desktop,Bottom,Social Media,Afternoon,1,3
319,User319,,Male,Desktop,Bottom,Education,Evening,0,4
6556,User6556,,Female,Tablet,Bottom,,Morning,0,4
9555,User9555,,Female,Tablet,Side,Entertainment,Morning,0,5
3323,User3323,48.0,Female,Desktop,Side,,Afternoon,1,4
7381,User7381,,Non-Binary,Tablet,Side,,Night,0,4
6248,User6248,48.0,Female,Mobile,Top,,Evening,1,5
6300,User6300,,Female,Tablet,Side,,Night,0,4
6194,User6194,,Male,Desktop,Top,,Evening,0,2
6560,User6560,,Male,Desktop,Side,News,Morning,0,2
1706,User1706,,Male,Desktop,Bottom,,Night,1,2
9418,User9418,20.0,Male,Desktop,Side,News,Night,1,4
8459,User8459,38.0,Male,Desktop,Bottom,,Morning,1,3
4747,User4747,57.0,Male,Mobile,Bottom,Social Media,Morning,0,5
147,User147,42.0,Male,Desktop,Top,Shopping,Night,0,5
2017,User2017,,Male,Desktop,Bottom,Shopping,Evening,1,4
7003,User7003,35.0,Female,Desktop,Top,Education,,0,4
6861,User6861,,Non-Binary,Desktop,,,,1,1
7766,User7766,,Male,Mobile,Top,,Afternoon,1,3
2597,User2597,,Female,Mobile,Top,Shopping,Afternoon,0,5
1056,User1056,,Male,Desktop,Top,Entertainment,Afternoon,0,4
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1,6
2535,User2535,61.0,Male,Mobile,Bottom,Shopping,,0,5
6075,User6075,32.0,Non-Binary,Desktop,Bottom,,Night,1,4
1126,User1126,,Male,Tablet,Side,,Afternoon,1,3
1992,User1992,,Male,Tablet,Top,Social Media,Morning,0,3
2142,User2142,34.0,Male,Desktop,Top,Shopping,Afternoon,1,5
3803,User3803,,Female,Desktop,Top,Education,Morning,1,4
445,User445,,Female,Tablet,Bottom,,Evening,0,4
896,User896,55.0,Non-Binary,Desktop,Bottom,Education,Morning,0,5
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Evening,1,6
250,User250,,Non-Binary,Desktop,Bottom,,Afternoon,1,3
2542,User2542,,Male,Desktop,Side,Entertainment,Evening,1,2
1497,User1497,26.0,Female,Desktop,Top,,Evening,0,4
1635,User1635,54.0,Female,Tablet,Bottom,,Evening,1,4
1136,User1136,58.0,Male,Desktop,Side,,Morning,1,3
640,User640,,Male,Desktop,Top,News,Afternoon,0,3
5813,User5813,,Female,Tablet,Side,,Afternoon,0,3
4266,User4266,28.0,Male,Desktop,Side,,Morning,1,4
234,User234,19.0,Male,Tablet,Bottom,Social Media,,1,4
3225,User3225,23.0,Male,Tablet,Bottom,,,1,3
1539,User1539,43.0,Male,Mobile,Bottom,,Evening,1,4
287,User287,,Male,Desktop,Top,Social Media,Night,0,5
9412,User9412,34.0,Male,Desktop,Top,Social Media,Morning,1,3
3022,User3022,37.0,Non-Binary,Desktop,Bottom,News,Evening,0,5
7266,User7266,,Male,Tablet,Bottom,Education,,1,3
5968,User5968,,Male,Tablet,Side,Entertainment,Evening,1,4
5458,User5458,41.0,Non-Binary,Desktop,Bottom,,Evening,0,5
4518,User4518,,Female,Desktop,Bottom,Social Media,Night,0,4
5796,User5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1,6
9990,User9990,25.0,Male,Desktop,Side,Education,,1,4
9311,User9311,,Non-Binary,Desktop,Side,Social Media,Afternoon,1,4
1918,User1918,,Male,Desktop,Side,Shopping,,0,2
6572,User6572,,Non-Binary,Desktop,Side,Social Media,Evening,0,4
8255,User8255,22.0,Female,Mobile,Side,Entertainment,Evening,0,6
1279,User1279,,Male,Desktop,Side,,Morning,0,2
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,6
6862,User6862,,Male,Tablet,Bottom,Education,Afternoon,1,4
6654,User6654,33.0,Male,Desktop,Top,Education,,1,4
1589,User1589,60.0,Female,Mobile,Side,Shopping,Afternoon,0,6
4912,User4912,,Male,Desktop,Top,Social Media,,0,2
4021,User4021,38.0,Male,Desktop,Side,,Morning,1,3
226,User226,,Male,Desktop,Top,Shopping,Morning,1,4
2137,User2137,,Male,Desktop,Side,News,Night,1,4
9875,User9875,58.0,Male,Tablet,,,,0,3
2087,User2087,,Male,Mobile,Bottom,Social Media,Night,0,4
5912,User5912,41.0,Non-Binary,Mobile,Side,,Night,1,4
7558,User7558,,Male,Mobile,Top,Social Media,Night,1,3
2993,User2993,,Male,Mobile,Top,,Night,0,2
1178,User1178,,Male,Desktop,Bottom,,Evening,1,3
5214,User5214,25.0,Male,Tablet,Top,,Evening,0,3
1529,User1529,20.0,Female,Mobile,Top,Entertainment,,1,5
3604,User3604,,Male,Tablet,Bottom,News,Morning,1,5
4137,User4137,,Male,Mobile,Top,,Morning,0,3
2942,User2942,,Non-Binary,Mobile,,Social Media,,0,3
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1,4
4889,User4889,45.0,Male,Tablet,Bottom,News,Evening,1,5
4284,User4284,40.0,Non-Binary,Tablet,Side,,Afternoon,0,5
3906,User3906,,Non-Binary,Tablet,Bottom,,,1,3
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,,1,5
8747,User8747,30.0,Male,Desktop,Bottom,,Night,0,4
3001,User3001,23.0,Male,Desktop,Top,,,0,3
6651,User6651,57.0,Male,Desktop,Side,,Afternoon,0,2
1613,User1613,60.0,Male,Mobile,Side,,,0,3
5577,User5577,43.0,Non-Binary,Desktop,Side,,Evening,0,4
143,User143,,Male,Mobile,Top,Entertainment,Night,0,4
4108,User4108,36.0,Male,Tablet,Side,,Morning,1,3
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,,1,5
5081,User5081,48.0,Male,Desktop,Top,,Night,0,3
2602,User2602,61.0,Female,Desktop,Bottom,Shopping,Afternoon,1,5
3546,User3546,,Non-Binary,Mobile,Side,,Night,0,4
7759,User7759,45.0,Non-Binary,Mobile,Bottom,,Morning,0,5
8949,User8949,26.0,Male,Mobile,Side,,,1,3
1837,User1837,23.0,Male,Desktop,Top,Social Media,,0,4
7941,User7941,,Female,Desktop,Bottom,,Afternoon,1,4
3938,User3938,,Male,Mobile,Bottom,,,1,3
9423,User9423,,Male,Desktop,Side,,,0,3
1730,User1730,42.0,Female,Tablet,Side,,,0,4
6544,User6544,,Male,Desktop,Bottom,,Morning,0,2
3915,User3915,,Male,Desktop,Side,,Evening,1,2
3658,User3658,45.0,Male,Desktop,Side,Shopping,Night,1,5
4698,User4698,40.0,Female,Desktop,Side,,Night,0,4
412,User412,,Male,Tablet,,,,1,2
8252,User8252,,Male,Tablet,Top,,Night,1,3
7670,User7670,54.0,Male,Tablet,Top,Education,Night,1,5
8475,User8475,,Non-Binary,Desktop,Top,Education,Evening,0,3
6811,User6811,24.0,Male,Desktop,Side,Education,Evening,1,4
7065,User7065,57.0,Male,Desktop,Side,,,1,2
3540,User3540,,Female,Mobile,Side,,Night,0,4
36,User36,,Female,Desktop,Top,News,Morning,0,4
8190,User8190,,Male,Mobile,Side,,Afternoon,1,3
8797,User8797,26.0,Male,Desktop,Top,Social Media,Morning,0,5
4901,User4901,38.0,Male,Mobile,Top,Shopping,Evening,0,5
2096,User2096,,Non-Binary,Desktop,Top,,Night,1,3
3483,User3483,20.0,Male,Desktop,Side,,Morning,1,2
6202,User6202,,Female,Desktop,Bottom,Shopping,Night,1,4
973,User973,37.0,Male,Desktop,Bottom,,,1,2
4166,User4166,33.0,Male,Tablet,Top,News,Night,0,6
4681,User4681,41.0,Male,Desktop,Top,Education,Night,0,3
8127,User8127,,Male,Desktop,Bottom,,Night,1,3
207,User207,,Non-Binary,Desktop,Top,Education,Evening,0,4
993,User993,21.0,Male,Desktop,Top,News,Night,0,5
7893,User7893,,Non-Binary,Tablet,Side,News,Morning,0,5
24,User24,,Male,Tablet,Side,,Afternoon,1,3
3044,User3044,34.0,Male,Desktop,Top,,Night,1,5
8459,User8459,38.0,Male,Tablet,Bottom,Entertainment,Morning,1,5
2727,User2727,34.0,Male,Desktop,Bottom,,Afternoon,1,3
4086,User4086,,Female,Desktop,Top,Entertainment,Morning,1,4
1305,User1305,,Male,Tablet,Top,News,Night,1,4
4548,User4548,,Male,Desktop,Side,Entertainment,Evening,1,5
9409,User9409,,Male,Mobile,Top,Education,Evening,0,4
5018,User5018,,Male,Desktop,Bottom,Shopping,Morning,0,2
2555,User2555,,Male,Tablet,Bottom,News,Evening,1,4
8281,User8281,53.0,Male,Mobile,Side,Social Media,,0,4
3375,User3375,52.0,Male,Mobile,Bottom,Education,,1,4
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,6
7065,User7065,57.0,Male,Desktop,Side,,Morning,1,4
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,6
1681,User1681,,Male,Tablet,Side,Shopping,Night,0,4
9888,User9888,,Male,Mobile,Top,News,Morning,1,4
1705,User1705,,Male,Desktop,Bottom,,Night,0,2
9611,User9611,,Male,Desktop,Side,,Afternoon,1,3
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1,5
6409,User6409,52.0,Male,Desktop,Top,,Night,1,5
98,User98,58.0,Female,Mobile,Side,,Night,0,4
9330,User9330,,Female,Mobile,Bottom,,Evening,0,4
940,User940,,Male,Desktop,Side,Shopping,Afternoon,0,3
1910,User1910,63.0,Male,Desktop,Side,,Night,1,5
1197,User1197,,Male,Desktop,Top,Social Media,,1,3
8081,User8081,38.0,Male,Desktop,Bottom,Entertainment,Night,1,4
9183,User9183,45.0,Male,Mobile,Bottom,,Evening,0,3
8690,User8690,63.0,Male,Mobile,Top,Social Media,,0,4
9550,User9550,,Non-Binary,Desktop,Top,Education,Afternoon,1,4
7449,User7449,19.0,Male,Tablet,Side,Shopping,,0,4
703,User703,,Male,Mobile,Side,,Evening,0,3
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,5
9928,User9928,50.0,Male,Mobile,Top,Education,,0,4
8115,User8115,20.0,Female,Desktop,Top,Social Media,Afternoon,1,5
7223,User7223,25.0,Male,Tablet,Side,,Evening,0,4
7558,User7558,,Male,Desktop,Top,Social Media,Night,1,3
1721,User1721,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,5
5090,User5090,,Non-Binary,Tablet,Top,,Evening,0,4
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,Night,1,5
1126,User1126,31.0,Male,Tablet,Side,,Afternoon,1,4
1126,User1126,31.0,Male,Tablet,Bottom,,Afternoon,1,3
1967,User1967,,Female,Desktop,Bottom,,Evening,0,3
8418,User8418,40.0,Male,Desktop,Top,,Night,0,3
23,User23,30.0,Male,Mobile,Side,Shopping,Morning,0,6
6435,User6435,,Male,Desktop,Top,,,0,2
1162,User1162,,Female,Tablet,,Entertainment,,0,3
3938,User3938,,Male,Mobile,Bottom,,Evening,1,4
1975,User1975,30.0,Female,Mobile,Bottom,Social Media,Morning,1,5
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1,6
316,User316,,Male,Desktop,Side,Social Media,Night,1,3
4363,User4363,18.0,Female,Mobile,Bottom,Entertainment,Night,0,6
2093,User2093,,Male,Mobile,Side,,Afternoon,0,4
5368,User5368,,Male,Tablet,Bottom,,Night,0,3
9022,User9022,,Male,Tablet,Bottom,,Night,0,3
2124,User2124,,Male,Desktop,Top,,Evening,1,3
6511,User6511,,Female,Mobile,Top,Social Media,Morning,0,5
4890,User4890,,Male,Desktop,Bottom,Education,,1,3
8190,User8190,,Male,Mobile,Bottom,,Afternoon,1,2
5110,User5110,44.0,Male,Tablet,Side,Shopping,Morning,1,4
3960,User3960,49.0,Female,Desktop,Bottom,Shopping,Night,0,4
1169,User1169,,Non-Binary,Desktop,Side,,Evening,0,3
7924,User7924,,Male,Desktop,Bottom,Shopping,,1,3
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1,4
5966,User5966,,Non-Binary,Desktop,,,,0,2
2127,User2127,,Non-Binary,Tablet,Side,,,0,3
6487,User6487,19.0,Male,Tablet,Side,,Morning,1,4
4059,User4059,27.0,Non-Binary,Desktop,Bottom,,Morning,0,5
2845,User2845,64.0,Male,Desktop,Top,,Evening,0,3
7647,User7647,,Male,Desktop,Top,News,Afternoon,1,4
9306,User9306,,Female,Tablet,Side,Entertainment,Afternoon,0,5
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1,4
4404,User4404,21.0,Female,Desktop,Side,Social Media,Morning,0,5
9129,User9129,,Female,Desktop,Top,,Morning,0,3
5980,User5980,40.0,Male,Desktop,Side,,Morning,1,4
7971,User7971,,Non-Binary,Tablet,Top,,,1,3
5041,User5041,59.0,Male,Desktop,Side,Shopping,Evening,0,6
1905,User1905,62.0,Male,Mobile,Bottom,Education,Night,1,5
8199,User8199,,Female,Tablet,Side,Education,Afternoon,0,5
6861,User6861,,Non-Binary,Tablet,Side,,Afternoon,1,4
9807,User9807,35.0,Male,Tablet,Bottom,,Night,1,4
8353,User8353,,Male,Desktop,Bottom,,Evening,1,3
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1,4
2744,User2744,43.0,Male,Desktop,Side,,Night,0,4
4889,User4889,45.0,Male,Tablet,Top,News,Evening,1,4
1446,User1446,,Male,Desktop,Bottom,,Night,1,3
1503,User1503,,Female,Desktop,Side,,,1,2
8097,User8097,30.0,Non-Binary,Tablet,Side,,Evening,1,5
6989,User6989,28.0,Male,Mobile,Top,,Afternoon,1,4
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,,1,5
1425,User1425,26.0,Non-Binary,Desktop,Bottom,,Evening,0,4
1641,User1641,,Male,Desktop,Side,News,Afternoon,0,3
3450,User3450,,Non-Binary,Tablet,Side,News,,0,4
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1,5
8226,User8226,,Male,Tablet,Top,,Morning,1,3
9707,User9707,23.0,Male,Desktop,Top,Shopping,Night,0,5
8660,User8660,21.0,Non-Binary,Desktop,Top,News,Evening,0,5
3876,User3876,33.0,Female,Desktop,,,,0,2
138,User138,21.0,Male,Desktop,Side,,Morning,0,4
3647,User3647,23.0,Male,Desktop,Side,,Night,0,4
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,5
8061,User8061,,Female,Tablet,Side,,Night,0,4
674,User674,,Male,Desktop,Side,,Evening,1,2
7661,User7661,48.0,Male,Mobile,Side,News,,1,4
4890,User4890,43.0,Male,Tablet,Bottom,,Afternoon,1,5
9431,User9431,,Male,Desktop,Top,Entertainment,Afternoon,1,4
9266,User9266,38.0,Male,Mobile,Bottom,,,1,3
2428,User2428,,Male,Tablet,,,,1,1
3742,User3742,,Male,Desktop,Bottom,,Morning,0,2
2239,User2239,25.0,Female,Tablet,Bottom,,Morning,1,5
2876,User2876,23.0,Male,Tablet,Side,Education,Morning,1,4
5596,User5596,43.0,Male,Tablet,Top,Social Media,Afternoon,1,5
4087,User4087,,Non-Binary,Desktop,Top,Social Media,Evening,0,5
3601,User3601,,Male,Mobile,Bottom,Entertainment,Afternoon,1,4
1296,User1296,34.0,Male,Desktop,Bottom,,Morning,1,2
4481,User4481,,Non-Binary,Tablet,Side,,Morning,0,4
5707,User5707,34.0,Non-Binary,Mobile,Side,Social Media,Afternoon,0,6
3440,User3440,,Male,Desktop,Side,,Evening,0,1
9660,User9660,,Male,Desktop,Top,Social Media,Night,1,4
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,,1,4
9172,User9172,60.0,Female,Mobile,Bottom,,Evening,0,5
4732,User4732,37.0,Male,Tablet,Bottom,,Evening,0,3
7322,User7322,,Female,Desktop,,Social Media,,1,3
474,User474,57.0,Female,Desktop,Bottom,,Evening,0,4
7968,User7968,,Male,Mobile,Top,,Night,0,3
4650,User4650,,Female,Desktop,Top,,Night,0,3
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,5
4890,User4890,43.0,Male,Tablet,Bottom,Education,Afternoon,1,5
5000,User5000,57.0,Male,Tablet,Top,Education,Afternoon,0,5
6075,User6075,,Non-Binary,Desktop,Bottom,Social Media,Night,1,4
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1,5
9092,User9092,,Female,Mobile,Top,News,Morning,0,4
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1,5
5301,User5301,,Male,Tablet,Top,Social Media,Night,1,3
8119,User8119,,Non-Binary,Mobile,,Social Media,,0,3
5414,User5414,,Female,Desktop,Bottom,Entertainment,Evening,1,4
9793,User9793,43.0,Male,Tablet,Top,,Evening,0,4
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1,6
5308,User5308,,Male,Desktop,Side,,Night,1,3
6287,User6287,40.0,Female,Desktop,Bottom,,Morning,1,3
9906,User9906,,Male,Desktop,Side,Education,Night,0,4
5439,User5439,,Male,Desktop,Side,Social Media,Afternoon,1,3
1253,User1253,,Male,Desktop,Bottom,Shopping,Morning,1,4
4114,User4114,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,0,6
4057,User4057,,Male,Desktop,Side,Education,Evening,1,4
9786,User9786,24.0,Non-Binary,Desktop,Top,Shopping,Afternoon,0,5
6239,User6239,,Non-Binary,Tablet,Bottom,News,Afternoon,0,5
9550,User9550,,Non-Binary,Desktop,Top,,,1,3
1391,User1391,23.0,Female,Desktop,Side,Shopping,Afternoon,0,4
7152,User7152,32.0,Male,Tablet,Side,,Morning,1,4
7990,User7990,,Male,Desktop,Side,Social Media,Morning,0,4
669,User669,,Female,Desktop,Bottom,News,Afternoon,0,5
412,User412,,Male,Tablet,Top,News,Evening,1,4
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,,1,5
1127,User1127,,Male,Desktop,Side,,,1,2
2211,User2211,46.0,Male,Mobile,Bottom,Social Media,Night,0,5
9425,User9425,56.0,Female,Tablet,Side,Social Media,Afternoon,0,5
2282,User2282,50.0,Female,Tablet,Top,,Evening,0,5
784,User784,56.0,Non-Binary,Desktop,Top,,Morning,0,4
9367,User9367,21.0,Male,Mobile,,Social Media,,0,4
969,User969,,Male,Desktop,,Entertainment,,0,2
7720,User7720,46.0,Female,Tablet,Top,Social Media,Morning,0,6
1171,User1171,,Female,Mobile,Bottom,,,1,3
2249,User2249,,Male,Tablet,Bottom,,Evening,0,3
3644,User3644,,Female,Desktop,Side,Entertainment,,1,3
3940,User3940,21.0,Female,Desktop,,,,0,2
2405,User2405,,Male,Desktop,Bottom,,Morning,0,3
3558,User3558,38.0,Male,Desktop,Bottom,,Morning,0,2
1466,User1466,21.0,Male,Desktop,Side,Education,,0,3
6248,User6248,,Female,Mobile,Top,,Evening,1,4
8115,User8115,,Female,Mobile,Top,Social Media,Afternoon,1,5
2431,User2431,,Male,Desktop,Top,,Night,1,4
4144,User4144,,Male,Tablet,Bottom,,Morning,0,4
453,User453,,Female,Desktop,Top,Entertainment,,1,3
1706,User1706,,Male,Tablet,Bottom,,Night,1,3
9070,User9070,,Non-Binary,Tablet,Side,,Morning,1,3
7322,User7322,,Male,Desktop,Bottom,Social Media,,1,3
3751,User3751,,Non-Binary,Mobile,Side,,Night,0,4
7647,User7647,,Male,Desktop,Top,News,Afternoon,1,4
7151,User7151,,Non-Binary,Tablet,Side,,Morning,1,4
6867,User6867,54.0,Male,Mobile,,News,,0,3
9419,User9419,64.0,Male,Mobile,Side,,Afternoon,1,4
6129,User6129,36.0,Male,Tablet,Side,Shopping,Evening,1,5
6768,User6768,53.0,Male,Mobile,Side,Shopping,,0,5
5227,User5227,24.0,Male,Mobile,Top,Entertainment,Night,1,5
9554,User9554,,Male,Tablet,Side,,Night,0,4
9558,User9558,,Male,Tablet,Side,News,Evening,0,5
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1,6
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1,5
9949,User9949,39.0,Male,Desktop,Bottom,Social Media,,0,4
9953,User9953,,Male,Mobile,Bottom,Social Media,Night,0,3
6409,User6409,52.0,Male,Desktop,Top,,Night,1,4
9050,User9050,,Female,Desktop,Bottom,,Night,0,4
9174,User9174,49.0,Male,Desktop,Bottom,,Evening,0,2
1776,User1776,39.0,Male,Mobile,Side,,Morning,0,3
6627,User6627,,Non-Binary,Desktop,Bottom,Education,Afternoon,1,4
6980,User6980,,Male,Desktop,Bottom,,Night,1,3
